0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6D,0,0,0,0
0,0,0,0,0,0,0,5,0,5,0,0,0,0,6D,5,6D,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,5,0,0,0
0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,5,0,0,0
0,0,0,0,0,0,0,1,5,0,1,1,1,1,5,5,5,0,0,0
0,0,0,0,0,0,0,5,1,5,0,0,0,0,5,5,5,0,0,0
0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,5,5,0,0,0
0,0,0,1,0,0,0,5,0,5,0,0,0,0,5,5,5,0,0,0
0,3,0,0,0,0,0,0,5,0,0,0,0,0,5,2,5,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
